pathway_id	pathway_name	genes
109704	PI3K Cascade	AKT2,FGF1,FGF10,FGF16,FGF17,FGF18,FGF19,FGF2,FGF20,FGF22,FGF23,FGF3,FGF4,FGF5,FGF6,FGF7,FGF8,FGF9,FGFR1,FGFR2,FGFR3,FGFR4,FLT3,FLT3LG,FRS2,GAB1,GAB2,GRB2,IRS1,IRS2,KL,KLB,PDE3B,PDPK1,PIK3C3,PIK3CA,PIK3CB,PIK3R1,PIK3R2,PIK3R4,PTPN11,THEM4,TLR9,TRIB3
2161522	Abacavir ADME	ABCB1,ABCG2,ADAL,ADH1A,NT5C2,PCK1,SLC22A1,SLC22A2,SLC22A3
1474244	Extracellular matrix organization	A2M,ACAN,ACTN1,ADAM10,ADAM12,ADAM15,ADAM17,ADAM19,ADAM8,ADAM9,ADAMTS1,ADAMTS14,ADAMTS16,ADAMTS18,ADAMTS2,ADAMTS3,ADAMTS4,ADAMTS5,ADAMTS8,ADAMTS9,AGRN,ASPN,BCAN,BGN,BMP1,BMP10,BMP2,BMP4,BMP7,BSG,CAPN1,CAPN10,CAPN11,CAPN12,CAPN13,CAPN14,CAPN15,CAPN2,CAPN3,CAPN5,CAPN6,CAPN7,CAPN8,CAPN9,CAPNS1,CAPNS2,CASK,CASP3,CAST,CD151,CD44,CD47,CDH1,CEACAM1,CEACAM6,CEACAM8,CMA1,COL10A1,COL11A1,COL11A2,COL12A1,COL13A1,COL14A1,COL15A1,COL16A1,COL17A1,COL18A1,COL19A1,COL1A1,COL1A2,COL20A1,COL21A1,COL22A1,COL23A1,COL24A1,COL25A1,COL26A1,COL27A1,COL28A1,COL2A1,COL3A1,COL4A1,COL4A2,COL4A3,COL4A4,COL4A5,COL4A6,COL5A1,COL5A2,COL5A3,COL6A1,COL6A2,COL6A3,COL6A5,COL6A6,COL7A1,COL8A1,COL8A2,COL9A1,COL9A2,COL9A3,COLGALT1,COLGALT2,COMP,CRTAP,CTRB1,CTRB2,CTSB,CTSD,CTSG,CTSK,CTSL,CTSS,CTSV,DAG1,DCN,DDR1,DDR2,DMD,DMP1,DRP2,DSPP,DST,DTNA,DTNB,EFEMP1,EFEMP2,ELANE,ELN,F11R,FBLN1,FBLN2,FBLN5,FBN1,FBN2,FBN3,FGA,FGB,FGF2,FGG,FMOD,FN1,FURIN,GDF5,HAPLN1,HSPG2,HTRA1,IBSP,ICAM1,ICAM2,ICAM3,ICAM4,ICAM5,ITGA1,ITGA10,ITGA11,ITGA2,ITGA2B,ITGA3,ITGA4,ITGA5,ITGA6,ITGA7,ITGA8,ITGA9,ITGAD,ITGAE,ITGAL,ITGAM,ITGAV,ITGAX,ITGB1,ITGB2,ITGB3,ITGB4,ITGB5,ITGB6,ITGB7,ITGB8,JAM2,JAM3,KDR,KLK2,KLK7,KLKB1,LAMA1,LAMA2,LAMA3,LAMA4,LAMA5,LAMB1,LAMB2,LAMB3,LAMC1,LAMC2,LAMC3,LOX,LOXL1,LOXL2,LOXL3,LOXL4,LRP4,LTBP1,LTBP2,LTBP3,LTBP4,LUM,MADCAM1,MATN1,MATN3,MATN4,MFAP2,MFAP3,MFAP4,MFAP5,MMP1,MMP10,MMP11,MMP12,MMP13,MMP14,MMP15,MMP16,MMP17,MMP19,MMP2,MMP20,MMP24,MMP25,MMP3,MMP7,MMP8,MMP9,MUSK,NCAM1,NCAN,NCSTN,NID1,NID2,NRXN1,NTN4,OPTC,P3H1,P3H2,P3H3,P4HA1,P4HA2,P4HA3,P4HB,PCOLCE,PCOLCE2,PDGFA,PDGFB,PECAM1,PHYKPL,PLEC,PLG,PLOD1,PLOD2,PLOD3,PPIB,PRKCA,PRSS1,PRSS2,PSEN1,PTPRS,PXDN,SCUBE1,SCUBE3,SDC1,SDC2,SDC3,SDC4,SERPINE1,SERPINH1,SGCA,SGCB,SGCD,SGCE,SGCG,SGCZ,SH3PXD2A,SNTA1,SNTB1,SNTB2,SNTG2,SPARC,SPOCK3,SPP1,SSPN,TGFB1,TGFB2,TGFB3,THBS1,TIMP1,TIMP2,TLL1,TLL2,TMPRSS6,TNC,TNN,TNR,TNXB,TPSAB1,TRAPPC4,TTR,UTRN,VCAM1,VCAN,VTN
381119	Unfolded Protein Response (UPR)	ACADVL,ADD1,ARFGAP1,ASNS,ATF3,ATF4,ATF6,ATF6B,ATPV0D1,C19orf10,CALR,CCL2,CEBPB,CEBPG,CREB3,CREB3L1,CREB3L2,CREB3L3,CREB3L4,CREBRF,CTDSP2,CUL7,CXCL8,CXXC1,DCP2,DCSTAMP,DCTN1,DDIT3,DDX11,DIS3,DNAJB11,DNAJB9,DNAJC3,EDEM1,EIF2AK3,EIF2S1,EIF2S2,EIF2S3,ERN1,EXOSC1,EXOSC2,EXOSC3,EXOSC4,EXOSC5,EXOSC6,EXOSC7,EXOSC8,EXOSC9,EXTL1,EXTL2,EXTL3,FKBP14 gene,GFPT1,GOSR2,GSK3A,HDGF,HERPUD1,HSP90B1,HSPA5,HYOU1,IGFBP1,IL8,KDELR3,KHSRP,KLHDC3,LMNA,MBTPS1,MBTPS2,NFYA,NFYB,NFYC,PARN,PDIA5,PDIA6,PLA2G4B,PPP2R5B,PREB,SEC31A,SERP1,SHC1,SRPR,SRPRA,SRPRB,SSR1,SULT1A3,SYVN1,TATDN2,TLN1,TPP1,TSPYL2,WFS1,WIPI1,XBP1,YIF1A,ZBTB17
3371556	Cellular response to heat stress	AAAS,AKT1S1,ATM,ATR,BAG1,BAG2,BAG3,BAG4,BAG5,CAMK2A,CAMK2B,CAMK2D,CAMK2G,CCAR2,COL4A6,CREBBP,CRYAB,CRYBA4,DEDD2,DNAJB1,DNAJB6,DNAJC2,DNAJC7,EEF1A1,EP300,FKBP4,GML,GSK3B,HDAC6,HIKESHI,HSBP1,HSBP2,HSF1,HSP90AA1,HSP90AB1,HSPA12A,HSPA12B,HSPA13,HSPA14,HSPA1A,HSPA1B,HSPA1L,HSPA2,HSPA4,HSPA4L,HSPA5,HSPA6,HSPA7,HSPA8,HSPA9,HSPB8,HSPH1,MAPK1,MAPK3,MAPKAPK2,MLST8,MRPL18,MTOR,NDC1,NUP107,NUP133,NUP153,NUP155,NUP160,NUP188,NUP205,NUP210,NUP214,NUP35,NUP37,NUP42,NUP43,NUP50,NUP54,NUP58,NUP62,NUP85,NUP88,NUP93,NUP98,POM121,POM121C,PTGES3,RAE1,RANBP2,RLN1,RPA1,RPA2,RPA3,RPS19BP1,RPTOR,SEC13,SEH1L,SERPINH1,SIRT1,ST13,TNFRSF21,TPR,UBB,VCP,YWHAE
5682910	LGI-ADAM interactions	ADAM11,ADAM22,ADAM23,CACNG2,CACNG3,CACNG4,CACNG8,DLG4,LGI1,LGI2,LGI3,LGI4,STX1A,STX1B
9834899	Specification of the neural plate border	BMP4,CTNNB1,DLX5,FGF4,GBX2,MSX1,MYB,PAX3,PAX7,POU5F1 (OCT4),SOX2,TCF7L1,TFAP2A,TFAP2B,TFAP2C,WNT3A,ZIC1
425393	Transport of inorganic cations/anions and amino acids/oligopeptides	AHCYL2,CALM1,CTNS,SLC12A1,SLC12A2,SLC12A3,SLC12A4,SLC12A5,SLC12A6,SLC12A7,SLC15A1,SLC15A3,SLC15A4,SLC16A10,SLC17A1,SLC17A5,SLC17A6,SLC17A7,SLC17A8,SLC1A1,SLC1A2,SLC1A3,SLC1A4,SLC1A5,SLC1A6,SLC1A7,SLC20A1,SLC20A2,SLC24A1,SLC24A2,SLC24A3,SLC24A4,SLC24A5,SLC25A1,SLC25A10,SLC25A11,SLC25A18,SLC25A22,SLC25A26,SLC25A29,SLC26A1,SLC26A11,SLC26A2,SLC26A3,SLC26A4,SLC26A6,SLC26A7,SLC26A9,SLC32A1,SLC34A1,SLC34A2,SLC34A3,SLC36A1,SLC36A2,SLC36A4,SLC38A1,SLC38A2,SLC38A3,SLC38A4,SLC38A5,SLC3A1,SLC3A2,SLC43A1,SLC43A2,SLC4A1,SLC4A10,SLC4A2,SLC4A3,SLC4A4,SLC4A5,SLC4A7,SLC4A8,SLC4A9,SLC5A12,SLC5A5,SLC5A8,SLC6A12,SLC6A14,SLC6A15,SLC6A18,SLC6A19,SLC6A20,SLC6A6,SLC7A1,SLC7A10,SLC7A11,SLC7A2,SLC7A3,SLC7A5,SLC7A6,SLC7A7,SLC7A8,SLC7A9,SLC8A1,SLC8A2,SLC8A3,SLC8B1,SLC9A1,SLC9A2,SLC9A3,SLC9A4,SLC9A5,SLC9A6,SLC9A7,SLC9A8,SLC9A9,SRI
5687128	MAPK6/MAPK4 signaling	ADRM1,AGO1,AGO2,AGO3,AGO4,CCND3,CDC14A,CDC14B,CDC42,CDC42EP2,CDC42EP3,CDC42EP5,CDK1,DNAJB1,ETV4,FOXO1,FOXO3,HSBP1,IGF2BP1,JUN,KALRN,MAPK4,MAPK6 gene,MAPKAPK5,MIR34B,MIR34C,MMP10,MMP2,MOV10,MYC,NCOA3,PAK1,PAK2,PAK3,PRKACA,PRKACB,PRKACG,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD11,PSMD12,PSMD13,PSMD14,PSMD2,PSMD3,PSMD6,PSMD7,PSMD8,RAC1,RAG1,RAG2,RPS27A,SEM1,SEPTIN7,TNRC6A,TNRC6B,TNRC6C,UBA52,UBB,UBC,XPO1
5358508	Mismatch Repair	EXO1,LIG1,MLH1,MSH2,MSH3,MSH6,PCNA,PMS2,POLD1,POLD2,POLD3,POLD4,RPA1,RPA2,RPA3
425397	Transport of vitamins, nucleosides, and related molecules	APOD,ARL2,ARL2BP,AVP,LCN1,LCN12,LCN15,LCN9,PDZD11,SLC16A2,SLC25A4,SLC25A5,SLC25A6,SLC27A1,SLC27A4,SLC27A6,SLC28A1,SLC28A2,SLC28A3,SLC29A1,SLC29A2,SLC29A3,SLC29A4,SLC33A1,SLC35A1,SLC35A2,SLC35A3,SLC35B2,SLC35B3,SLC35B4,SLC35C1,SLC35D1,SLC35D2,SLC5A6,SLCO1A2,SLCO1B1,SLCO1B3,SLCO1C1,SLCO2A1,SLCO2B1,SLCO3A1,SLCO4A1,SLCO4C1
381340	Transcriptional regulation of white adipocyte differentiation	ADIPOQ,ADIRF,ANGPTL4,CARM1,CCNC,CCND3,CD36,CDK19,CDK4,CDK8,CEBPA,CEBPB,CEBPD,CHD9,CREBBP,EBF1,EGR2,EP300,FABP4,FAM120B,HDAC3,HELZ2,KLF4,KLF5,LEP,LPL,MED1,MED10,MED11,MED12,MED13,MED13L,MED14,MED15,MED16,MED17,MED18,MED19,MED20,MED21,MED22,MED23,MED24,MED25,MED26,MED27,MED28,MED29,MED30,MED31,MED4,MED6,MED7,MED8,MED9,NCOA1,NCOA2,NCOA3,NCOA6,NCOR1,NCOR2,NFKB1,NR2F2,PCK1,PLIN1,PPARA,PPARG,PPARGC1A,RELA,RXRA,SLC2A4,SMARCD3,SREBF1,SREBF2,TBL1X,TBL1XR1,TGFB1,TGS1,THRAP3,TNF,WNT1,WNT10B,ZNF467,ZNF638
1834949	Cytosolic sensors of pathogen-associated DNA 	AIM2,CGAS,CHUK,CRCP,CREBBP,CTNNB1,DDX41,DHX36,DHX9,DTX4,EP300,IFI16,IKBKB,IKBKG,IRF3,IRF7,LRRFIP1,MRE11,MYD88,NFKB1,NFKB2,NFKBIA,NFKBIB,NKIRAS1,NKIRAS2,NLRC3,NLRP4,POLR1C,POLR1D,POLR2E,POLR2F,POLR2H,POLR2K,POLR2L,POLR3A,POLR3B,POLR3C,POLR3D,POLR3E,POLR3F,POLR3G,POLR3GL,POLR3H,POLR3K,PRKDC,RELA,RIPK1,RIPK3,RPS27A,STAT6,STING1,TBK1,TICAM1,TLR3,TREX1,TRIM21,TRIM32,TRIM56,UBA52,UBB,UBC,XRCC5,XRCC6,ZBP1
2892245	POU5F1 (OCT4), SOX2, NANOG repress genes related to differentiation	CDX2,DKK1,EOMES,GATA6,GSC,HHEX,NANOG,POU5F1 (OCT4),SOX2,TSC22D1
9707564	Cytoprotection by HMOX1	ABCC1,ALB,BACH1,BLVRA,BLVRB,CARM1,CHD9,COX4I1,COX4I2,COX5A,COX5B,COX6A1,COX6A2,COX6B1,COX6B2,COX6C,COX7A1,COX7A2,COX7A2L,COX7B,COX7C,COX8A,COX8C,CREBBP,CYCS,FABP1,HBA1,HBB,HDAC3,HELZ2,HIGD1C,HM13,HMOX1,HMOX2,MAFK,MED1,MT-CO1,MT-CO2,MT-CO3,NCOA1,NCOA2,NCOA6,NCOR1,NCOR2,NDUFA4,NFE2L2,NLRP3,PPARA,PTK6,RXRA,SIN3A,SIN3B,SMARCD3,STAP2,STAT3,TBL1X,TBL1XR1,TGS1,TXNIP
6806003	Regulation of TP53 Expression and Degradation	AKT1,AKT2,AKT3,ATM,CCNA1,CCNA2,CCNG1,CDK1,CDK2,CDKN2A,CHEK2,DAXX,MAPKAP1,MDM2,MDM4,MLST8,MTOR,PDPK1,PHF20,PPP2CA,PPP2CB,PPP2R1A,PPP2R1B,PPP2R5C,PRDM1,PRR5,RFFL,RICTOR,RNF34,RPS27A,SGK1,TP53,UBA52,UBB,UBC,USP2,USP7
9755511	KEAP1-NFE2L2 pathway	ABCC1,ABCC3,ABCF2,ABCG2,ADRM1,AKT1,AKT2,AKT3,AMER1,AREG,ATF4,BACH1,BCL2,BCL2L1,BRCA1,BTRC,CCL2,CDKN1A,CDKN2A,CREBBP,CSNK2A1,CSNK2A2,CSNK2B,CUL1,CUL3,DPP3,EGF,EIF2AK3,EP300,FBXL17,G6PD,GCLC,GCLM,GSK3B,GSR,GSTA1,GSTA3,HMOX1,IDH1,KEAP1,MAFG,MAFK,MAP1LC3B,ME1,MUL1,MYC,NFE2L2,NFKB1,NOTCH1,NPLOC4,NQO1,PALB2,PDGFA,PGD,PRDX1,PRKAA2,PRKCD,PRKCI,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD11,PSMD12,PSMD13,PSMD14,PSMD2,PSMD3,PSMD6,PSMD7,PSMD8,RBX1,RELA,RPS27A,SEM1,SESN1,SESN2,SKP1,SKP2,SLC7A11,SOD3,SP1,SQSTM1,SRXN1,TALDO1,TKT,TRIM21,TXN,TXNRD1,UBA52,UBB,UBC,UFD1L,VCP,WIPF1,X
1362409	Mitochondrial iron-sulfur cluster biogenesis	FDX1,FDX2,FDXR,FXN,GLRX5,HSCB,ISCA1,ISCA2,ISCU,LYRM4,NFS1,SLC25A28,SLC25A37
9907900	Proteasome assembly	ADRM1,PAAF1,POMP,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMA8,PSMB1,PSMB10,PSMB11,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMB8,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD10,PSMD11,PSMD12,PSMD13,PSMD14,PSMD2,PSMD3,PSMD4,PSMD5,PSMD6,PSMD7,PSMD8,PSMD9,PSME1,PSME2,PSME3,PSME4,PSMF1,PSMG1,PSMG2,PSMG3,PSMG4,SEM1
2892247	POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation	DPPA4,EPHA1,FGF2,FOXD3,NANOG,NR6A1,POU5F1 (OCT4),SALL1,SALL4,SOX2,STAT3,TDGF1,ZIC3
8853884	Transcriptional Regulation by VENTX	AGO1,AGO3,AGO4,ANAPC1,ANAPC10,ANAPC11,ANAPC15,ANAPC16,ANAPC2,ANAPC4,ANAPC5,ANAPC7,CCND1,CDC16,CDC23,CDC26,CDC27,CDKN2A,CEBPB,CSF1R,CTNNB1,EHMT1,EHMT2,FZR1,IL6,LEF1,MOV10,NFKB1,RELA,TCF7L2,TNRC6A,TNRC6B,TNRC6C,TP53,UBE2C,UBE2D1,UBE2E1,UBE2S,VENTX
382556	ABC-family proteins mediated transport	ABCA10,ABCA12,ABCA2,ABCA3,ABCA4,ABCA5,ABCA6,ABCA7,ABCA8,ABCA9,ABCB1,ABCB10,ABCB4,ABCB5,ABCB6,ABCB7,ABCB8,ABCB9,ABCC1,ABCC10,ABCC11,ABCC2,ABCC3,ABCC4,ABCC5,ABCC6,ABCC9,ABCD1,ABCD2,ABCD3,ABCF1,ABCG1,ABCG4,ABCG5,ABCG8,ADRM1,APOA1,CFTR,DERL1,DERL2,DERL3,EIF2S1,EIF2S2,EIF2S3,ERLEC1,ERLIN1,ERLIN2,KCNJ11,OS9,PEX19,PEX3,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD11,PSMD12,PSMD13,PSMD14,PSMD2,PSMD3,PSMD6,PSMD7,PSMD8,RNF185,RNF5,RPS27A,SEL1L,SEM1,UBA52,UBB,UBC,VCP
5676590	NIK-->noncanonical NF-kB signaling	ADRM1,BTRC,CHUK,CUL1,FBXW11,MAP3K14,NFKB2,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD11,PSMD12,PSMD13,PSMD14,PSMD2,PSMD3,PSMD6,PSMD7,PSMD8,RELB,RPS27A,SEM1,SKP1,UBA3,UBA52,UBB,UBC,UBE2M
9845576	Glycosphingolipid transport	ARF1,CLN3,CPTP,ESYT1,ESYT2,ESYT3,GLTP,PLEKHA8
975155	MyD88 dependent cascade initiated on endosome	AGER,ALPK1,APP,ATF1,ATF2,BTRC,CASP8,CD14,CHUK,CREB1,CUL1,DUSP3,DUSP4,DUSP6,DUSP7,ECSIT,ELK1,FBXW11,FOS,HMGB1,IKBIP,IKBKB,IKBKG,IRAK1,IRAK2,IRAK4,IRF7,JUN,LRRC14,LY96,MAP2K1,MAP2K3,MAP2K4,MAP2K6,MAP2K7,MAP3K1,MAP3K7,MAP3K8,MAPK1,MAPK10,MAPK11,MAPK14,MAPK3,MAPK7,MAPK8,MAPK9,MAPKAPK2,MAPKAPK3,MEF2A,MEF2C,MYD88,N,N4BP1,NFKB1,NFKB2,NFKBIA,NFKBIB,NKIRAS1,NKIRAS2,NLRC5,NLRX1,NOD1,NOD2,PELI1,PELI2,PELI3,PPP2CA,PPP2CB,PPP2R1A,PPP2R1B,PPP2R5D,RELA,RIPK2,RPS27A,RPS6KA1,RPS6KA2,RPS6KA3,RPS6KA5,S100A12,S100B,SAA1,SKP1,TAB1,TAB2,TAB3,TICAM1,TICAM2,TIFA,TLR4,TLR7,TLR9,TNIP2,TP53,TRAF2,TRAF6,UBA52,UBB,UBC,UBE2N,UBE2V1,USP14,USP18,VRK3
373753	Nephrin family interactions	ACTN1,ACTN2,ACTN3,ACTN4,CASK,CD2AP,FYN,IQGAP1,KIRREL,KIRREL2,KIRREL3,MAGI2,NCK1,NCK2,NPHS1,PIK3CA,PIK3CB,PIK3R1,PIK3R2,SPTAN1,SPTBN1,WASL
373752	Netrin-1 signaling	ABLIM1,ABLIM2,ABLIM3,AGAP2,CDC42,DCC,DOCK1,DSCAM,DSCAML1,EZR,FYN,HFE2,MYO10,NCK1,NEO1,NTN1,NTN4,PITPNA,PLCG1,PRKCQ,PTK2,PTPN11,RAC1,RGMA,RGMB,ROBO1,SIAH1,SIAH2,SLIT1,SLIT2,SLIT3,SRC,TRIO,TRPC1,TRPC3,TRPC4,TRPC5,TRPC6,TRPC7,UNC5A,UNC5B,UNC5C,UNC5D,WASL
5632684	Hedgehog 'on' state	ADRM1,ARRB1,ARRB2,BOC,CDC73,CDON,CSNK1A1,CUL3,DHH,DZIP1,EFCAB7,EVC,EVC2,GAS1,GAS8,GLI1,GLI2,GLI3,GPR161,GRK2,HHIP,IHH,IQCE,ITCH,KIF3A,KIF7,NUMB,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD11,PSMD12,PSMD13,PSMD14,PSMD2,PSMD3,PSMD6,PSMD7,PSMD8,PTCH1,PTCH2,RBX1,RPS27A,SEM1,SHH,SMO,SMURF1,SMURF2,SPOP,SPOPL,SUFU,UBA52,UBB,UBC,ULK3
156842	Eukaryotic Translation Elongation	EEF1A1,EEF1A1P5,EEF1A2,EEF1B2,EEF1D,EEF1G,EEF2,FAU,RPL10,RPL10A,RPL10L,RPL11,RPL12,RPL13,RPL13A,RPL14,RPL15,RPL17,RPL18,RPL18A,RPL19,RPL21,RPL22,RPL22L1,RPL23,RPL23A,RPL24,RPL26,RPL26L1,RPL27,RPL27A,RPL28,RPL29,RPL3,RPL30,RPL31,RPL32,RPL34,RPL35,RPL35A,RPL36,RPL36A,RPL36AL,RPL37,RPL37A,RPL38,RPL39,RPL39L,RPL3L,RPL4,RPL41,RPL5,RPL6,RPL7,RPL7A,RPL8,RPL9,RPLP0,RPLP1,RPLP2,RPS10,RPS11,RPS12,RPS13,RPS14,RPS15,RPS15A,RPS16,RPS17,RPS18,RPS19,RPS2,RPS20,RPS21,RPS23,RPS24,RPS25,RPS26,RPS27,RPS27A,RPS27L,RPS28,RPS29,RPS3,RPS3A,RPS4X,RPS4Y1,RPS4Y2,RPS5,RPS6,RPS7,RPS8,RPS9,RPSA,UBA52
9833110	RSV-host interactions	1B,1C,AGRN,ARIH1,BCAP31,BECN1,CCNC,CD14,CD209,CDK19,CDK8,CLEC4M,CREBBP,CUL5,CX3CR1,EIF2AK2,ELOB,ELOC,EP300,F,G,GPC1,GPC2,GPC3,GPC4,GPC5,GPC6,H2BC15,HERC5,HSPG2,IFIH1,IFNA1,IFNA10,IFNA14,IFNA16,IFNA17,IFNA2,IFNA21,IFNA4,IFNA5,IFNA6,IFNA7,IFNA8,IFNAR1,IFNAR2,IFNB1,IRF3,ISG15,JAK1,L,LY96,M,M2-1,MAP1B,MAVS,MED1,MED10,MED11,MED12,MED13,MED13L,MED14,MED15,MED16,MED17,MED18,MED19,MED20,MED21,MED22,MED23,MED24,MED25,MED26,MED27,MED28,MED29,MED30,MED31,MED4,MED6,MED7,MED8,MED9,N,OAS2,P,RBX1,RIGI,RPS27A,SDC1,SDC2,SDC3,SDC4,SH,STAT2,TLR2,TLR3,TLR4,TLR6,TLR7,TRIM25,TYK2,UBA52,UBB,UBC,UBE2L6
5576891	Cardiac conduction	ABCC9,AHCYL1,AKAP9,ASPH,ATP1A1,ATP1A2,ATP1A3,ATP1A4,ATP1B1,ATP1B2,ATP1B3,ATP2A1,ATP2A2,ATP2A3,ATP2B1,ATP2B2,ATP2B3,ATP2B4,CACNA1C,CACNA2D2,CACNB1,CACNB2,CACNG4,CACNG6,CACNG7,CACNG8,CALM1,CAMK2A,CAMK2B,CAMK2D,CAMK2G,CES1,CLIC2,CORIN,DMPK,FGF11,FGF12,FGF13,FGF14,FKBP1B,FXYD1,FXYD2,FXYD3,FXYD4,FXYD6,FXYD7,GATA4,HIPK1,HIPK2,ITPR1,ITPR2,ITPR3,KAT2B,KCNA5,KCND1,KCND2,KCND3,KCNE1,KCNE2,KCNE3,KCNE4,KCNE5,KCNH2,KCNIP1,KCNIP2,KCNIP3,KCNIP4,KCNJ11,KCNJ12,KCNJ14,KCNJ2,KCNJ4,KCNK1,KCNK10,KCNK12,KCNK13,KCNK15,KCNK16,KCNK17,KCNK18,KCNK2,KCNK3,KCNK4,KCNK5,KCNK6,KCNK7,KCNK9,KCNQ1,MME,NKX2-5,NOS1,NPPA,NPPC,NPR1,NPR2,ORAI1,ORAI2,PLN,PRKACA,RANGRF,RYR1,RYR2,RYR3,SCN10A,SCN11A,SCN1A,SCN1B,SCN2A,SCN2B,SCN3A,SCN3B,SCN4A,SCN4B,SCN5A,SCN7A,SCN8A,SCN9A,SLC8A1,SLC8A2,SLC8A3,SLN,SRI,STIM1,TBX5,TNNI3,TRDN,TRPC1,WWTR1
71262	Carnitine synthesis	ALDH9A1,BBOX1,SHMT1,TMLHE
2132295	MHC class II antigen presentation	ACTR10,ACTR1A,ACTR1B,AP1B1,AP1G1,AP1M1,AP1M2,AP1S1,AP1S2,AP1S3,AP2A1,AP2A2,AP2B1,AP2M1,AP2S1,ARF1,CANX,CAPZA1,CAPZA2,CAPZA3,CAPZB,CD74,CENPE,CLTA,CLTC,CTSA,CTSB,CTSC,CTSD,CTSE,CTSF,CTSH,CTSK,CTSL,CTSO,CTSS,CTSV,DCTN1,DCTN2,DCTN3,DCTN4,DCTN5,DCTN6,DNM1,DNM2,DNM3,DYNC1H1,DYNC1I1,DYNC1I2,DYNC1LI1,DYNC1LI2,DYNLL1,DYNLL2,HLA-DMA,HLA-DMB,HLA-DOA,HLA-DOB,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQA2,HLA-DQB1,HLA-DQB2,HLA-DRA,HLA-DRB1,HLA-DRB3,HLA-DRB4,HLA-DRB5,IFI30,KIF11,KIF15,KIF18A,KIF20A,KIF22,KIF23,KIF26A,KIF2A,KIF2B,KIF2C,KIF3A,KIF3B,KIF3C,KIF4A,KIF4B,KIF5A,KIF5B,KIF5C,KIFAP3,KLC1,KLC2,KLC3,KLC4,LAG3,LGMN,OSBPL1A,RAB7A,RACGAP1,RILP,SAR1B,SEC13,SEC23A,SEC24A,SEC24B,SEC24C,SEC24D,SEC31A,SH3GL2,SPTBN2
3232118	SUMOylation of transcription factors	CDKN2A,FOXL2,HIC1,MDM2,MITF,MTA1,PIAS1,PIAS2,PIAS3,PIAS4,SP3,SUMO1,SUMO2,SUMO3,TFAP2A,TFAP2B,TFAP2C,TP53,TP53BP1,UBE2I
373755	Semaphorin interactions	ARHGAP35,ARHGEF11,ARHGEF12,CD72,CDK5,CDK5R1,CFL1,CRMP1,DPYSL2,DPYSL3,DPYSL4,DPYSL5,ERBB2,FARP2,FES,FYN,GSK3B,HSP90AA1,HSP90AB1,ITGA1,ITGB1,LIMK1,LIMK2,MET,MYH10,MYH11,MYH14,MYH9,MYL12B,MYL6,MYL9,NRP1,PAK1,PAK2,PAK3,PIP5K1C,PLXNA1,PLXNA2,PLXNA3,PLXNA4,PLXNB1,PLXNB3,PLXNC1,PLXND1,PTPRC,RAC1,RHOA,RHOB,RHOC,RND1,ROCK1,ROCK2,RRAS,SEMA3A,SEMA3E,SEMA4A,SEMA4D,SEMA5A,SEMA6A,SEMA6D,SEMA7A,TLN1,TREM2,TYROBP
9033658	Blood group systems biosynthesis	ABO,B3GALT1,B3GALT2,B3GALT4,B3GALT5,B4GALNT2,FUT1,FUT10,FUT11,FUT2,FUT3,FUT4,FUT5,FUT6,FUT7,FUT9,RHCE,RHD,ST3GAL3,ST3GAL4,ST3GAL6,ST6GALNAC6
